from	to	score
AluYa5	AluSg	490
AluYa5	AluSg4	486
AluYa5	AluSg7	478
AluYa5	AluSp	444
AluYa5	AluSq	471
AluYa5	AluSq10	440
AluYa5	AluSq2	471
AluYa5	AluSq4	471
AluYa5	AluSx	482
AluYa5	AluSx1	487
AluYa5	AluSx3	503
AluYa5	AluSx4	490
AluYa5	AluSz	482
AluYa5	AluSz6	460
AluYa5	AluY	539
AluYa5	AluYRa1	508
AluYa5	AluYRa2	513
AluYa5	AluYRa3	504
AluYa5	AluYRa4	496
AluYa5	AluYRb1	488
AluYa5	AluYRb2	456
AluYa5	AluYRb3	479
AluYa5	AluYRc0	526
AluYa5	AluYRc1	508
AluYa5	AluYRc2	504
AluYa5	AluYRd1	495
AluYa5	AluYRd2	495
AluYa5	AluYRd4	495
AluYa5	AluYa8	545
AluYa5	AluYb8	490
AluYa5	AluYb9	486
AluYa5	AluYc	496
AluYa5	AluYc3	485
AluYa5	AluYd8	478
AluYa5	AluYe5	508
AluYa5	AluYe6	503
AluYa5	AluYg6	512
AluYa5	AluYh9	499
AluYa5	AluYk11	489
AluYa5	AluYk12	489
AluYa5	AluYk4	517
AluYa5	FAM	168
AluYa5	FLAM_A	124
AluYa5	FLAM_C	150
AluYa5	FRAM	228
AluYa5	SVA_A	229
AluYa5	SVA_B	184
AluYa5	SVA_C	166
AluYa5	SVA_D	166
AluYa5	SVA_E	161
AluYa5	SVA_F	76.1
AluYa8	AluJb	421
AluYa8	AluJo	385
AluYa8	AluJr	380
AluYa8	AluJr4	386
AluYa8	AluSc	484
AluYa8	AluSc5	466
AluYa8	AluSc8	499
AluYa8	AluSg	483
AluYa8	AluSg4	479
AluYa8	AluSg7	471
AluYa8	AluSp	437
AluYa8	AluSq	464
AluYa8	AluSq10	433
AluYa8	AluSq2	464
AluYa8	AluSq4	463
AluYa8	AluSx	475
AluYa8	AluSx1	480
AluYa8	AluSx3	486
AluYa8	AluSx4	483
AluYa8	AluSz	475
AluYa8	AluSz6	453
AluYa8	AluY	522
AluYa8	AluYRa1	496
AluYa8	AluYRa2	496
AluYa8	AluYRa3	487
AluYa8	AluYRa4	479
AluYa8	AluYRb1	471
AluYa8	AluYRb2	439
AluYa8	AluYRb3	462
AluYa8	AluYRc0	509
AluYa8	AluYRc1	491
AluYa8	AluYRc2	487
AluYa8	AluYRd1	478
AluYa8	AluYRd2	482
AluYa8	AluYRd4	478
AluYa8	AluYa5	545
AluYa8	AluYb8	473
AluYa8	AluYb9	469
AluYa8	AluYc	479
AluYa8	AluYc3	468
AluYa8	AluYd8	461
AluYa8	AluYe5	490
AluYa8	AluYe6	486
AluYa8	AluYg6	495
AluYa8	AluYh9	481
AluYa8	AluYk11	472
AluYa8	AluYk12	472
AluYa8	AluYk4	499
AluYa8	FAM	164
AluYa8	FLAM_A	120
AluYa8	FLAM_C	145
AluYa8	FRAM	224
AluYa8	SVA_A	226
AluYa8	SVA_B	181
AluYa8	SVA_C	162
AluYa8	SVA_D	162
AluYa8	SVA_E	153
AluYa8	SVA_F	76.1
AluYb8	AluJb	407
AluYb8	AluJo	370
AluYb8	AluJr	366
AluYb8	AluJr4	362
AluYb8	AluSc	461
AluYb8	AluSc5	443
AluYb8	AluSc8	481
AluYb8	AluSg	460
AluYb8	AluSg4	469
AluYb8	AluSg7	452
AluYb8	AluSp	418
AluYb8	AluSq	445
AluYb8	AluSq10	427
AluYb8	AluSq2	445
AluYb8	AluSq4	440
AluYb8	AluSx	456
AluYb8	AluSx1	461
AluYb8	AluSx3	472
AluYb8	AluSx4	455
AluYb8	AluSz	456
AluYb8	AluSz6	434
AluYb8	AluY	504
AluYb8	AluYRa1	469
AluYb8	AluYRa2	473
AluYb8	AluYRa3	473
AluYb8	AluYRa4	461
AluYb8	AluYRb1	466
AluYb8	AluYRb2	425
AluYb8	AluYRb3	444
AluYb8	AluYRc0	496
AluYb8	AluYRc1	478
AluYb8	AluYRc2	473
AluYb8	AluYRd1	460
AluYb8	AluYRd2	460
AluYb8	AluYRd4	460
AluYb8	AluYa5	490
AluYb8	AluYa8	473
AluYb8	AluYb9	565
AluYb8	AluYc	461
AluYb8	AluYc3	450
AluYb8	AluYd8	447
AluYb8	AluYe5	477
AluYb8	AluYe6	472
AluYb8	AluYg6	477
AluYb8	AluYh9	477
AluYb8	AluYk11	486
AluYb8	AluYk12	468
AluYb8	AluYk4	513
AluYb8	FAM	162
AluYb8	FLAM_A	121
AluYb8	FLAM_C	159
AluYb8	FRAM	206
AluYb8	SVA_A	204
AluYb9	AluJb	407
AluYb9	AluJo	370
AluYb9	AluJr	366
AluYb9	AluJr4	362
AluYb9	AluSc	461
AluYb9	AluSc5	443
AluYb9	AluSc8	481
AluYb9	AluSg	460
AluYb9	AluSg4	469
AluYb9	AluSg7	452
AluYb9	AluSp	418
AluYb9	AluSq	445
AluYb9	AluSq10	427
AluYb9	AluSq2	445
AluYb9	AluSq4	440
AluYb9	AluSx	456
AluYb9	AluSx1	461
AluYb9	AluSx3	472
AluYb9	AluSx4	455
AluYb9	AluSz	456
AluYb9	AluSz6	434
AluYb9	AluY	504
AluYb9	AluYRa1	469
AluYb9	AluYRa2	473
AluYb9	AluYRa3	473
AluYb9	AluYRa4	461
AluYb9	AluYRb1	457
AluYb9	AluYRb2	425
AluYb9	AluYRb3	444
AluYb9	AluYRc0	496
AluYb9	AluYRc1	478
AluYb9	AluYRc2	473
AluYb9	AluYRd1	464
AluYb9	AluYRd2	464
AluYb9	AluYRd4	464
AluYb9	AluYa5	486
AluYb9	AluYa8	469
AluYb9	AluYb8	565
AluYb9	AluYc	461
AluYb9	AluYc3	450
AluYb9	AluYd8	438
AluYb9	AluYe5	477
AluYb9	AluYe6	472
AluYb9	AluYg6	477
AluYb9	AluYh9	477
AluYb9	AluYk11	486
AluYb9	AluYk12	468
AluYb9	AluYk4	513
AluYb9	FAM	162
AluYb9	FLAM_A	121
AluYb9	FLAM_C	159
AluYb9	FRAM	206
AluYb9	SVA_A	204
AluYc3	AluJb	401
AluYc3	AluJo	365
AluYc3	AluJr	361
AluYc3	AluJr4	357
AluYc3	AluSc	455
AluYc3	AluSc5	437
AluYc3	AluSc8	476
AluYc3	AluSg	459
AluYc3	AluSg4	463
AluYc3	AluSg7	446
AluYc3	AluSp	417
AluYc3	AluSq	440
AluYc3	AluSq10	408
AluYc3	AluSq2	440
AluYc3	AluSq4	439
AluYc3	AluSx	451
AluYc3	AluSx1	455
AluYc3	AluSx3	471
AluYc3	AluSx4	459
AluYc3	AluSz	451
AluYc3	AluSz6	428
AluYc3	AluY	499
AluYc3	AluYRa1	463
AluYc3	AluYRa2	468
AluYc3	AluYRa3	468
AluYc3	AluYRa4	455
AluYc3	AluYRb1	508
AluYc3	AluYRb2	489
AluYc3	AluYRb3	512
AluYc3	AluYRc0	490
AluYc3	AluYRc1	472
AluYc3	AluYRc2	468
AluYc3	AluYRd1	450
AluYc3	AluYRd2	445
AluYc3	AluYRd4	450
AluYc3	AluYa5	485
AluYc3	AluYa8	468
AluYc3	AluYb8	450
AluYc3	AluYb9	450
AluYc3	AluYc	529
AluYc3	AluYd8	502
AluYc3	AluYe5	471
AluYc3	AluYe6	467
AluYc3	AluYg6	471
AluYc3	AluYh9	462
AluYc3	AluYk11	462
AluYc3	AluYk12	449
AluYc3	AluYk4	485
AluYc3	FAM	180
AluYc3	FLAM_A	132
AluYc3	FLAM_C	120
AluYc3	FRAM	240
AluYc3	SVA_A	195
AluYc3	SVA_B	79.7
AluYc3	SVA_C	78.8
AluYc3	SVA_D	76.1
AluYc3	SVA_E	65.3
AluYc3	SVA_F	76.1
AluYc	AluJb	412
AluYc	AluJo	376
AluYc	AluJr	371
AluYc	AluJr4	368
AluYc	AluSc	466
AluYc	AluSc5	448
AluYc	AluSc8	487
AluYc	AluSg	470
AluYc	AluSg4	474
AluYc	AluSg7	457
AluYc	AluSp	428
AluYc	AluSq	451
AluYc	AluSq10	419
AluYc	AluSq2	451
AluYc	AluSq4	450
AluYc	AluSx	462
AluYc	AluSx1	466
AluYc	AluSx3	482
AluYc	AluSx4	470
AluYc	AluSz	462
AluYc	AluSz6	439
AluYc	AluY	509
AluYc	AluYRa1	474
AluYc	AluYRa2	479
AluYc	AluYRa3	479
AluYc	AluYRa4	466
AluYc	AluYRb1	518
AluYc	AluYRb2	500
AluYc	AluYRb3	523
AluYc	AluYRc0	501
AluYc	AluYRc1	483
AluYc	AluYRc2	479
AluYc	AluYRd1	461
AluYc	AluYRd2	456
AluYc	AluYRd4	461
AluYc	AluYa5	496
AluYc	AluYa8	479
AluYc	AluYb8	461
AluYc	AluYb9	461
AluYc	AluYc3	529
AluYc	AluYd8	513
AluYc	AluYe5	482
AluYc	AluYe6	478
AluYc	AluYg6	482
AluYc	AluYh9	473
AluYc	AluYk11	473
AluYc	AluYk12	460
AluYc	AluYk4	496
AluYc	FAM	187
AluYc	FLAM_A	138
AluYc	FLAM_C	124
AluYc	FRAM	246
AluYc	SVA_A	204
AluYc	SVA_B	79.7
AluYc	SVA_C	78.8
AluYc	SVA_D	76.1
AluYc	SVA_E	65.3
AluYc	SVA_F	76.1
AluYd8	AluJb	385
AluYd8	AluJo	353
AluYd8	AluJr	349
AluYd8	AluJr4	345
AluYd8	AluSc	439
AluYd8	AluSc5	421
AluYd8	AluSc8	460
AluYd8	AluSg	443
AluYd8	AluSg4	447
AluYd8	AluSg7	430
AluYd8	AluSp	401
AluYd8	AluSq	424
AluYd8	AluSq10	397
AluYd8	AluSq2	424
AluYd8	AluSq4	432
AluYd8	AluSx	434
AluYd8	AluSx1	439
AluYd8	AluSx3	455
AluYd8	AluSx4	443
AluYd8	AluSz	434
AluYd8	AluSz6	412
AluYd8	AluY	482
AluYd8	AluYRa1	452
AluYd8	AluYRa2	456
AluYd8	AluYRa3	452
AluYd8	AluYRa4	439
AluYd8	AluYRb1	500
AluYd8	AluYRb2	473
AluYd8	AluYRb3	496
AluYd8	AluYRc0	474
AluYd8	AluYRc1	456
AluYd8	AluYRc2	452
AluYd8	AluYRd1	434
AluYd8	AluYRd2	429
AluYd8	AluYRd4	434
AluYd8	AluYa5	478
AluYd8	AluYa8	461
AluYd8	AluYb8	447
AluYd8	AluYb9	438
AluYd8	AluYc	513
AluYd8	AluYc3	502
AluYd8	AluYe5	460
AluYd8	AluYe6	455
AluYd8	AluYg6	455
AluYd8	AluYh9	451
AluYd8	AluYk11	451
AluYd8	AluYk12	433
AluYd8	AluYk4	473
AluYd8	FAM	164
AluYd8	FLAM_A	115
AluYd8	FLAM_C	124
AluYd8	FRAM	224
AluYd8	SVA_A	181
AluYd8	SVA_B	60.8
AluYd8	SVA_C	61.7
AluYd8	SVA_D	58.1
AluYd8	SVA_E	50.9
AluYd8	SVA_F	58.1
AluYe5	AluJb	428
AluYe5	AluJo	397
AluYe5	AluJr	392
AluYe5	AluJr4	379
AluYe5	AluSc	482
AluYe5	AluSc5	464
AluYe5	AluSc8	508
AluYe5	AluSg	481
AluYe5	AluSg4	477
AluYe5	AluSg7	464
AluYe5	AluSp	440
AluYe5	AluSq	467
AluYe5	AluSq10	435
AluYe5	AluSq2	467
AluYe5	AluSq4	466
AluYe5	AluSx	473
AluYe5	AluSx1	478
AluYe5	AluSx3	494
AluYe5	AluSx4	477
AluYe5	AluSz	473
AluYe5	AluSz6	451
AluYe5	AluY	530
AluYe5	AluYRa1	499
AluYe5	AluYRa2	504
AluYe5	AluYRa3	513
AluYe5	AluYRa4	487
AluYe5	AluYRb1	465
AluYe5	AluYRb2	452
AluYe5	AluYRb3	465
AluYe5	AluYRc0	526
AluYe5	AluYRc1	517
AluYe5	AluYRc2	513
AluYe5	AluYRd1	490
AluYe5	AluYRd2	477
AluYe5	AluYRd4	490
AluYe5	AluYa5	508
AluYe5	AluYa8	490
AluYe5	AluYb8	477
AluYe5	AluYb9	477
AluYe5	AluYc	482
AluYe5	AluYc3	471
AluYe5	AluYd8	460
AluYe5	AluYe6	555
AluYe5	AluYg6	503
AluYe5	AluYh9	489
AluYe5	AluYk11	485
AluYe5	AluYk12	480
AluYe5	AluYk4	512
AluYe5	FAM	173
AluYe5	FLAM_A	121
AluYe5	FLAM_C	159
AluYe5	FRAM	228
AluYe5	SVA_A	216
AluYe5	SVA_B	69.8
AluYe5	SVA_C	69.8
AluYe5	SVA_D	67.1
AluYe5	SVA_E	61.7
AluYe5	SVA_F	67.1
AluYe6	AluJb	424
AluYe6	AluJo	392
AluYe6	AluJr	388
AluYe6	AluJr4	375
AluYe6	AluSc	478
AluYe6	AluSc5	460
AluYe6	AluSc8	503
AluYe6	AluSg	477
AluYe6	AluSg4	472
AluYe6	AluSg7	460
AluYe6	AluSp	435
AluYe6	AluSq	462
AluYe6	AluSq10	431
AluYe6	AluSq2	462
AluYe6	AluSq4	462
AluYe6	AluSx	469
AluYe6	AluSx1	473
AluYe6	AluSx3	489
AluYe6	AluSx4	472
AluYe6	AluSz	469
AluYe6	AluSz6	446
AluYe6	AluY	526
AluYe6	AluYRa1	495
AluYe6	AluYRa2	499
AluYe6	AluYRa3	508
AluYe6	AluYRa4	482
AluYe6	AluYRb1	461
AluYe6	AluYRb2	447
AluYe6	AluYRb3	461
AluYe6	AluYRc0	522
AluYe6	AluYRc1	513
AluYe6	AluYRc2	508
AluYe6	AluYRd1	486
AluYe6	AluYRd2	472
AluYe6	AluYRd4	486
AluYe6	AluYa5	503
AluYe6	AluYa8	486
AluYe6	AluYb8	472
AluYe6	AluYb9	472
AluYe6	AluYc	478
AluYe6	AluYc3	467
AluYe6	AluYd8	455
AluYe6	AluYe5	555
AluYe6	AluYg6	503
AluYe6	AluYh9	485
AluYe6	AluYk11	480
AluYe6	AluYk12	476
AluYe6	AluYk4	508
AluYe6	FAM	168
AluYe6	FLAM_A	121
AluYe6	FLAM_C	159
AluYe6	FRAM	224
AluYe6	SVA_A	212
AluYe6	SVA_B	69.8
AluYe6	SVA_C	69.8
AluYe6	SVA_D	67.1
AluYe6	SVA_E	61.7
AluYe6	SVA_F	67.1
AluYg6	AluJb	433
AluYg6	AluJo	397
AluYg6	AluJr	392
AluYg6	AluJr4	389
AluYg6	AluSc	496
AluYg6	AluSc5	478
AluYg6	AluSc8	521
AluYg6	AluSg	495
AluYg6	AluSg4	477
AluYg6	AluSg7	469
AluYg6	AluSp	458
AluYg6	AluSq	476
AluYg6	AluSq10	435
AluYg6	AluSq2	476
AluYg6	AluSq4	475
AluYg6	AluSx	487
AluYg6	AluSx1	482
AluYg6	AluSx3	508
AluYg6	AluSx4	490
AluYg6	AluSz	487
AluYg6	AluSz6	464
AluYg6	AluY	535
AluYg6	AluYRa1	504
AluYg6	AluYRa2	508
AluYg6	AluYRa3	508
AluYg6	AluYRa4	505
AluYg6	AluYRb1	465
AluYg6	AluYRb2	443
AluYg6	AluYRb3	465
AluYg6	AluYRc0	522
AluYg6	AluYRc1	504
AluYg6	AluYRc2	499
AluYg6	AluYRd1	481
AluYg6	AluYRd2	477
AluYg6	AluYRd4	481
AluYg6	AluYa5	512
AluYg6	AluYa8	495
AluYg6	AluYb8	477
AluYg6	AluYb9	477
AluYg6	AluYc	482
AluYg6	AluYc3	471
AluYg6	AluYd8	455
AluYg6	AluYe5	503
AluYg6	AluYe6	503
AluYg6	AluYh9	494
AluYg6	AluYk11	485
AluYg6	AluYk12	485
AluYg6	AluYk4	512
AluYg6	FAM	168
AluYg6	FLAM_A	124
AluYg6	FLAM_C	154
AluYg6	FRAM	228
AluYg6	SVA_A	220
AluYg6	SVA_B	74.3
AluYg6	SVA_C	74.3
AluYg6	SVA_D	71.6
AluYh9	AluJb	415
AluYh9	AluJo	388
AluYh9	AluJr	383
AluYh9	AluJr4	379
AluYh9	AluSc	473
AluYh9	AluSc5	455
AluYh9	AluSc8	499
AluYh9	AluSg	472
AluYh9	AluSg4	463
AluYh9	AluSg7	455
AluYh9	AluSp	431
AluYh9	AluSq	458
AluYh9	AluSq10	426
AluYh9	AluSq2	458
AluYh9	AluSq4	453
AluYh9	AluSx	469
AluYh9	AluSx1	473
AluYh9	AluSx3	485
AluYh9	AluSx4	468
AluYh9	AluSz	469
AluYh9	AluSz6	446
AluYh9	AluY	521
AluYh9	AluYRa1	490
AluYh9	AluYRa2	495
AluYh9	AluYRa3	486
AluYh9	AluYRa4	478
AluYh9	AluYRb1	456
AluYh9	AluYRb2	434
AluYh9	AluYRb3	456
AluYh9	AluYRc0	508
AluYh9	AluYRc1	490
AluYh9	AluYRc2	486
AluYh9	AluYRd1	468
AluYh9	AluYRd2	463
AluYh9	AluYRd4	468
AluYh9	AluYa5	499
AluYh9	AluYa8	481
AluYh9	AluYb8	477
AluYh9	AluYb9	477
AluYh9	AluYc	473
AluYh9	AluYc3	462
AluYh9	AluYd8	451
AluYh9	AluYe5	489
AluYh9	AluYe6	485
AluYh9	AluYg6	494
AluYh9	AluYk11	471
AluYh9	AluYk12	471
AluYh9	AluYk4	499
AluYh9	FAM	168
AluYh9	FLAM_A	115
AluYh9	FLAM_C	145
AluYh9	FRAM	228
AluYh9	SVA_A	197
AluYh9	SVA_B	66.2
AluYh9	SVA_C	65.3
AluYh9	SVA_D	62.6
AluYh9	SVA_E	51.8
AluYh9	SVA_F	62.6
AluYk11	AluJb	401
AluYk11	AluJo	365
AluYk11	AluJr	361
AluYk11	AluJr4	357
AluYk11	AluSc	464
AluYk11	AluSc5	451
AluYk11	AluSc8	489
AluYk11	AluSg	463
AluYk11	AluSg4	463
AluYk11	AluSg7	446
AluYk11	AluSp	426
AluYk11	AluSq	453
AluYk11	AluSq10	417
AluYk11	AluSq2	449
AluYk11	AluSq4	453
AluYk11	AluSx	455
AluYk11	AluSx1	460
AluYk11	AluSx3	476
AluYk11	AluSx4	459
AluYk11	AluSz	455
AluYk11	AluSz6	433
AluYk11	AluY	512
AluYk11	AluYRa1	477
AluYk11	AluYRa2	481
AluYk11	AluYRa3	486
AluYk11	AluYRa4	469
AluYk11	AluYRb1	474
AluYk11	AluYRb2	447
AluYk11	AluYRb3	465
AluYk11	AluYRc0	504
AluYk11	AluYRc1	486
AluYk11	AluYRc2	490
AluYk11	AluYRd1	463
AluYk11	AluYRd2	454
AluYk11	AluYRd4	459
AluYk11	AluYa5	489
AluYk11	AluYa8	472
AluYk11	AluYb8	486
AluYk11	AluYb9	486
AluYk11	AluYc	473
AluYk11	AluYc3	462
AluYk11	AluYd8	451
AluYk11	AluYe5	485
AluYk11	AluYe6	480
AluYk11	AluYg6	485
AluYk11	AluYh9	471
AluYk11	AluYk12	480
AluYk11	AluYk4	526
AluYk11	FAM	159
AluYk11	FLAM_A	120
AluYk11	FLAM_C	145
AluYk11	FRAM	214
AluYk11	SVA_A	202
AluYk11	SVA_B	66.2
AluYk11	SVA_C	66.2
AluYk11	SVA_D	66.2
AluYk12	AluJb	410
AluYk12	AluJo	383
AluYk12	AluJr	379
AluYk12	AluJr4	375
AluYk12	AluSc	469
AluYk12	AluSc5	460
AluYk12	AluSc8	494
AluYk12	AluSg	477
AluYk12	AluSg4	468
AluYk12	AluSg7	460
AluYk12	AluSp	435
AluYk12	AluSq	462
AluYk12	AluSq10	431
AluYk12	AluSq2	462
AluYk12	AluSq4	462
AluYk12	AluSx	469
AluYk12	AluSx1	473
AluYk12	AluSx3	480
AluYk12	AluSx4	463
AluYk12	AluSz	469
AluYk12	AluSz6	446
AluYk12	AluY	512
AluYk12	AluYRa1	472
AluYk12	AluYRa2	477
AluYk12	AluYRa3	477
AluYk12	AluYRa4	469
AluYk12	AluYRb1	447
AluYk12	AluYRb2	429
AluYk12	AluYRb3	452
AluYk12	AluYRc0	499
AluYk12	AluYRc1	481
AluYk12	AluYRc2	477
AluYk12	AluYRd1	468
AluYk12	AluYRd2	454
AluYk12	AluYRd4	468
AluYk12	AluYa5	489
AluYk12	AluYa8	472
AluYk12	AluYb8	468
AluYk12	AluYb9	468
AluYk12	AluYc	460
AluYk12	AluYc3	449
AluYk12	AluYd8	433
AluYk12	AluYe5	480
AluYk12	AluYe6	476
AluYk12	AluYg6	485
AluYk12	AluYh9	471
AluYk12	AluYk11	480
AluYk12	AluYk4	517
AluYk12	FAM	150
AluYk12	FLAM_A	121
AluYk12	FLAM_C	159
AluYk12	FRAM	210
AluYk12	SVA_A	220
AluYk12	SVA_B	188
AluYk12	SVA_C	54.5
AluYk12	SVA_D	54.5
AluYk4	AluJb	428
AluYk4	AluJo	392
AluYk4	AluJr	388
AluYk4	AluJr4	384
AluYk4	AluSc	491
AluYk4	AluSc5	473
AluYk4	AluSc8	517
AluYk4	AluSg	490
AluYk4	AluSg4	490
AluYk4	AluSg7	473
AluYk4	AluSp	449
AluYk4	AluSq	476
AluYk4	AluSq10	444
AluYk4	AluSq2	476
AluYk4	AluSq4	475
AluYk4	AluSx	482
AluYk4	AluSx1	487
AluYk4	AluSx3	503
AluYk4	AluSx4	486
AluYk4	AluSz	482
AluYk4	AluSz6	460
AluYk4	AluY	539
AluYk4	AluYRa1	504
AluYk4	AluYRa2	508
AluYk4	AluYRa3	508
AluYk4	AluYRa4	496
AluYk4	AluYRb1	483
AluYk4	AluYRb2	456
AluYk4	AluYRb3	479
AluYk4	AluYRc0	531
AluYk4	AluYRc1	513
AluYk4	AluYRc2	508
AluYk4	AluYRd1	486
AluYk4	AluYRd2	481
AluYk4	AluYRd4	486
AluYk4	AluYa5	517
AluYk4	AluYa8	499
AluYk4	AluYb8	513
AluYk4	AluYb9	513
AluYk4	AluYc	496
AluYk4	AluYc3	485
AluYk4	AluYd8	473
AluYk4	AluYe5	512
AluYk4	AluYe6	508
AluYk4	AluYg6	512
AluYk4	AluYh9	499
AluYk4	AluYk11	526
AluYk4	AluYk12	517
AluYk4	FAM	168
AluYk4	FLAM_A	129
AluYk4	FLAM_C	159
AluYk4	FRAM	228
AluYk4	SVA_A	224
AluYk4	SVA_B	62.6
AluYk4	SVA_C	62.6
AluYk4	SVA_D	62.6
AluY	AluJb	451
AluY	AluJo	415
AluY	AluJr	410
AluY	AluJr4	407
AluY	AluSc	514
AluY	AluSc5	496
AluY	AluSc8	539
AluY	AluSg	513
AluY	AluSg4	504
AluY	AluSg7	496
AluY	AluSp	467
AluY	AluSq	494
AluY	AluSq10	462
AluY	AluSq2	494
AluY	AluSq4	493
AluY	AluSx	505
AluY	AluSx1	509
AluY	AluSx3	526
AluY	AluSx4	508
AluY	AluSz	505
AluY	AluSz6	482
AluY	AluYRa1	522
AluY	AluYRa2	526
AluY	AluYRa3	526
AluY	AluYRa4	518
AluY	AluYRb1	492
AluY	AluYRb2	470
AluY	AluYRb3	492
AluY	AluYRc0	549
AluY	AluYRc1	531
AluY	AluYRc2	526
AluY	AluYRd1	508
AluY	AluYRd2	504
AluY	AluYRd4	508
AluY	AluYa5	539
AluY	AluYa8	522
AluY	AluYb8	504
AluY	AluYb9	504
AluY	AluYc	509
AluY	AluYc3	499
AluY	AluYd8	482
AluY	AluYe5	530
AluY	AluYe6	526
AluY	AluYg6	535
AluY	AluYh9	521
AluY	AluYk11	512
AluY	AluYk12	512
AluY	AluYk4	539
AluY	FAM	182
AluY	FLAM_A	133
AluY	FLAM_C	159
AluY	FRAM	242
AluY	SVA_A	238
AluY	SVA_B	79.7
AluY	SVA_C	78.8
AluY	SVA_D	76.1
AluY	SVA_E	65.3
AluY	SVA_F	76.1
AmnSINE1	AmnSINE2	91.5
AmnSINE2	AmnSINE1	91.5
Arthur1A	Arthur1	179
Arthur1A	Arthur1B	177
Arthur1A	Arthur1C	179
Arthur1B	Arthur1	1491
Arthur1B	Arthur1A	177
Arthur1B	Arthur1C	263
Arthur1C	Arthur1	266
Arthur1C	Arthur1A	179
Arthur1C	Arthur1B	263
Arthur1	Arthur1A	179
Arthur1	Arthur1B	1491
Arthur1	Arthur1C	266
BLACKJACK	MER94	122
CR1-11_Crp	CR1-16_AMi	53.6
CR1-11_Crp	CR1-1_Amn	72.5
CR1-11_Crp	CR1-3_Croc	113
CR1-11_Crp	CR1-8_Crp	891
CR1-11_Crp	CR1-L3A_Croc	133
CR1-11_Crp	CR1_Mam	56.3
CR1-11_Crp	L3	142
CR1-11_Crp	Plat_L3	113
CR1-11_Crp	X2_LINE	67.1
CR1-12_AMi	CR1-16_AMi	103
CR1-12_AMi	CR1-3_Croc	97.8
CR1-12_AMi	CR1-L3A_Croc	102
CR1-12_AMi	CR1-L3B_Croc	74.3
CR1-12_AMi	Plat_L3	154
CR1-12_AMi	X8_LINE	274
CR1-13_AMi	X6A_LINE	426
CR1-16_AMi	CR1-11_Crp	53.6
CR1-16_AMi	CR1-12_AMi	103
CR1-16_AMi	CR1-3_Croc	87.8
CR1-16_AMi	CR1_Mam	75.2
CR1-16_AMi	L3	102
CR1-16_AMi	Plat_L3	104
CR1-16_AMi	X20_LINE	318
CR1-16_AMi	X6A_LINE	47.3
CR1-1_Amn	CR1-11_Crp	72.5
CR1-3_Croc	CR1-11_Crp	113
CR1-3_Croc	CR1-12_AMi	97.8
CR1-3_Croc	CR1-16_AMi	87.8
CR1-3_Croc	CR1-8_Crp	90.6
CR1-3_Croc	CR1-L3A_Croc	343
CR1-3_Croc	CR1-L3B_Croc	286
CR1-3_Croc	CR1_Mam	55.4
CR1-3_Croc	L3	739
CR1-3_Croc	Plat_L3	764
CR1-3_Croc	X20_LINE	88.7
CR1-3_Croc	X2_LINE	101
CR1-3_Croc	hAT-16_Crp	114
CR1-8_Crp	CR1-11_Crp	891
CR1-8_Crp	CR1-3_Croc	90.6
CR1-8_Crp	CR1-L3A_Croc	41.0
CR1-8_Crp	CR1-L3B_Croc	59.9
CR1-8_Crp	CR1_Mam	71.6
CR1-L3A_Croc	CR1-12_AMi	102
CR1-L3A_Croc	CR1-3_Croc	343
CR1-L3A_Croc	CR1-8_Crp	41.0
CR1-L3A_Croc	CR1-L3B_Croc	3278
CR1-L3A_Croc	CR1_Mam	64.4
CR1-L3A_Croc	L3	274
CR1-L3A_Croc	Plat_L3	314
CR1-L3A_Croc	X21_LINE	98.7
CR1-L3B_Croc	CR1-12_AMi	74.3
CR1-L3B_Croc	CR1-3_Croc	286
CR1-L3B_Croc	CR1-8_Crp	59.9
CR1-L3B_Croc	CR1-L3A_Croc	3278
CR1-L3B_Croc	CR1_Mam	54.5
CR1-L3B_Croc	L3	206
CR1-L3B_Croc	Plat_L3	205
CR1-L3B_Croc	X21_LINE	71.6
CR1_Mam	CR1-11_Crp	56.3
CR1_Mam	CR1-16_AMi	75.2
CR1_Mam	CR1-3_Croc	55.4
CR1_Mam	CR1-8_Crp	71.6
CR1_Mam	CR1-L3A_Croc	64.4
CR1_Mam	CR1-L3B_Croc	54.5
CR1_Mam	L3	50.9
CR1_Mam	X2_LINE	171
CR1_Mam	X6A_LINE	242
CR1_Mam	X6B_LINE	116
Chap1_Mam	Chap1a_Mam	463
Chap1a_Mam	Chap1_Mam	463
Charlie10a	Charlie10	174
Charlie10a	Charlie10b	368
Charlie10a	MER5C	124
Charlie10a	MER5C1	133
Charlie10b	Charlie10	169
Charlie10b	Charlie10a	368
Charlie10b	MER5C	114
Charlie10	Charlie1	40.1
Charlie10	Charlie10a	174
Charlie10	Charlie10b	169
Charlie10	Charlie1a	40.1
Charlie10	Charlie1b_Mars	40.1
Charlie10	Charlie21a	41.9
Charlie10	Charlie25	38.3
Charlie10	Charlie9	40.1
Charlie10	MER5C	293
Charlie10	MER5C1	237
Charlie11	Charlie24	154
Charlie11	Charlie25	40.1
Charlie11	Charlie4	106
Charlie11	Charlie9	43.7
Charlie12	Charlie8	41.9
Charlie12	MER30	215
Charlie12	MER30B	301
Charlie13a	Charlie13b	229
Charlie13b	Charlie13a	229
Charlie14a	Charlie15b	71.6
Charlie14a	Charlie4	48.2
Charlie14a	MER103C	60.8
