"","uniqueID","mark","family","family.count_200bp","subfamily","node","subfamily.count_200bp","intersect.count","intersect.count_200bp","subfamily.color","pvalue","mean.value","sd.value","log2FC","perC"
"1421","Taka_0hr_K27ac_r1 LTR5_Hs LTR5_Hs_g9","Taka_0hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,2,2,"#D4DF64",0.2,0.59,0.792579218868259,0.915935735211526,0.0869565217391304
"1422","Taka_0hr_K27ac_r1 LTR5_Hs LTR5_Hs_U","Taka_0hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,4,4,"black",0,0.47,0.65835730681321,1.76611193982572,0.19047619047619
"1423","Taka_0hr_K27ac_r1 LTR5A LTR5A_g1","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_g1","Node1/",148,0,0,"#D1CECB",2,2.92,1.52209318925212,-1.97085365434048,0
"1424","Taka_0hr_K27ac_r1 LTR5A LTR5A_g2","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.64,0.785216948725419,-0.713695814843359,0
"1425","Taka_0hr_K27ac_r1 LTR5A LTR5A_g3","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.64,0.870620352380874,-0.713695814843359,0
"1426","Taka_0hr_K27ac_r1 LTR5A LTR5A_g4","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.32,0.510100010000019,-0.400537929583729,0
"1427","Taka_0hr_K27ac_r1 LTR5A LTR5A_g5","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.4,0.752101433090354,-0.485426827170242,0
"1428","Taka_0hr_K27ac_r1 LTR5A LTR5A_g6","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.3,0.502518907629606,-0.37851162325373,0
"1429","Taka_0hr_K27ac_r1 LTR5A LTR5A_U","Taka_0hr_K27ac_r1","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.3,0.541229427257326,-0.37851162325373,0
"1430","Taka_0hr_K27ac_r1 LTR5B LTR5B_g1","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g1","Node1/",68,0,0,"#D87DC9",2,1.37,1.17769677632644,-1.24488705912353,0
"1431","Taka_0hr_K27ac_r1 LTR5B LTR5B_g10","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g10","Node89/100",15,2,2,"#8494D8",0.1,0.36,0.577700072474787,1.14135584924554,0.133333333333333
"1432","Taka_0hr_K27ac_r1 LTR5B LTR5B_g2","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g2","Node54/100",55,1,1,"#D5A162",1.4,1.26,1.22779263211454,-0.176322772640463,0.0181818181818182
"1433","Taka_0hr_K27ac_r1 LTR5B LTR5B_g3","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",1.04,0.72,0.817485674665207,0.217591435072627,0.0238095238095238
"1434","Taka_0hr_K27ac_r1 LTR5B LTR5B_g4","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g4","Node97/99",31,2,2,"#CEDCB2",0.64,1.21,1.12182211089141,0.440916131104449,0.0645161290322581
"1435","Taka_0hr_K27ac_r1 LTR5B LTR5B_g5","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.77,0.839131344988026,-0.823749360308273,0
"1436","Taka_0hr_K27ac_r1 LTR5B LTR5B_g6","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g6","Node98/98",30,0,0,"#D4BCCD",2,0.87,0.883690608136746,-0.903038270112912,0
"1437","Taka_0hr_K27ac_r1 LTR5B LTR5B_g7","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.62,0.885118265224678,-0.6959938131099,0
"1438","Taka_0hr_K27ac_r1 LTR5B LTR5B_g8","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g8","Node57/100",21,0,0,"#74E0A9",2,0.61,0.827494697715626,-0.687060688339892,0
"1439","Taka_0hr_K27ac_r1 LTR5B LTR5B_g9","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,0.3,0.502518907629606,-0.37851162325373,0
"1440","Taka_0hr_K27ac_r1 LTR5B LTR5B_U","Taka_0hr_K27ac_r1","LTR5B",375,"LTR5B_U","Ungrouped",42,1,1,"black",1.22,0.87,0.83672038943784,0.0969617298870878,0.0238095238095238
"1441","Taka_0hr_K27ac_r2 LTR5 LTR5_g0","Taka_0hr_K27ac_r2","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.16,0.368452949177471,-0.214124805352847,0
"1442","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g1","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,13,13,"#D5A263",0.02,6.86,2.47419000111474,0.832825609573722,0.0503875968992248
"1443","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g10","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,5,5,"#C6DDA4",0,0.31,0.580751863770343,2.19539568895843,0.333333333333333
"1444","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g11","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,3,3,"#DA605C",0,0.28,0.533333333333333,1.64385618977472,0.3
"1445","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g12","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,1,1,"#DCA4C6",0.44,0.24,0.47396884353981,0.68965987938785,0.1
"1446","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g2","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,2,2,"#6ADC97",0.94,1.66,1.28880180827391,0.173536254994691,0.0333333333333333
"1447","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g3","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,4,4,"#DB6BC6",0.26,1.75,1.28216199988121,0.862496476250065,0.0754716981132075
"1448","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g4","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,8,8,"#7FDED9",0,0.8,0.816496580927726,2.32192809488736,0.205128205128205
"1449","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g5","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,2,2,"#88AACF",0.56,1.04,0.90921211313239,0.556393348524385,0.0555555555555556
"1450","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g6","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,1,1,"#B745E2",1.26,0.93,0.890522488784142,0.0513991525066441,0.0344827586206897
"1451","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g7","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,4,4,"#7BE94E",0,0.7,0.771984194112546,1.55639334852439,0.153846153846154
"1452","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g8","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,7,7,"#D6D4CD",0,0.6,0.852802865422441,2.32192809488736,0.291666666666667
"1453","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_g9","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,3,3,"#D4DF64",0.04,0.59,0.753376239057059,1.33097323449037,0.130434782608696
"1454","Taka_0hr_K27ac_r2 LTR5_Hs LTR5_Hs_U","Taka_0hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,5,5,"black",0,0.5,0.659047368816107,2,0.238095238095238
"1455","Taka_0hr_K27ac_r2 LTR5A LTR5A_g1","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_g1","Node1/",148,1,1,"#D1CECB",1.94,3.73,1.81939605919163,-1.24184018356467,0.00675675675675676
"1456","Taka_0hr_K27ac_r2 LTR5A LTR5A_g2","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.8,0.816496580927726,-0.84799690655495,0
"1457","Taka_0hr_K27ac_r2 LTR5A LTR5A_g3","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.89,0.930895083543606,-0.918386234446348,0
"1458","Taka_0hr_K27ac_r2 LTR5A LTR5A_g4","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.46,0.642281287696639,-0.545968369105293,0
"1459","Taka_0hr_K27ac_r2 LTR5A LTR5A_g5","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.36,0.643852043986392,-0.443606651475615,0
"1460","Taka_0hr_K27ac_r2 LTR5A LTR5A_g6","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.29,0.498381217928443,-0.36737106564853,0
"1461","Taka_0hr_K27ac_r2 LTR5A LTR5A_U","Taka_0hr_K27ac_r2","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.35,0.575159178669766,-0.432959407276106,0
"1462","Taka_0hr_K27ac_r2 LTR5B LTR5B_g1","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g1","Node1/",68,0,0,"#D87DC9",2,1.58,1.24056031654648,-1.36737106564853,0
"1463","Taka_0hr_K27ac_r2 LTR5B LTR5B_g10","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",0.64,0.41,0.683056115239193,0.504304837375931,0.0666666666666667
"1464","Taka_0hr_K27ac_r2 LTR5B LTR5B_g2","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g2","Node54/100",55,2,2,"#D5A162",0.84,1.37,1.05078133507472,0.340075441597622,0.0363636363636364
"1465","Taka_0hr_K27ac_r2 LTR5B LTR5B_g3","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",1.06,0.91,1.09262911540851,0.066427361738976,0.0238095238095238
"1466","Taka_0hr_K27ac_r2 LTR5B LTR5B_g4","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g4","Node97/99",31,2,2,"#CEDCB2",0.74,1.35,1.17529278535739,0.352301743930881,0.0645161290322581
"1467","Taka_0hr_K27ac_r2 LTR5B LTR5B_g5","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.75,0.88048425610713,-0.807354922057604,0
"1468","Taka_0hr_K27ac_r2 LTR5B LTR5B_g6","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g6","Node98/98",30,1,1,"#D4BCCD",1.38,1.16,1.07984286174453,-0.111031312388744,0.0333333333333333
"1469","Taka_0hr_K27ac_r2 LTR5B LTR5B_g7","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.82,0.845427391765535,-0.863938450423971,0
"1470","Taka_0hr_K27ac_r2 LTR5B LTR5B_g8","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g8","Node57/100",21,1,1,"#74E0A9",0.96,0.6,0.710669054518701,0.321928094887362,0.0476190476190476
"1471","Taka_0hr_K27ac_r2 LTR5B LTR5B_g9","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,0.44,0.700937323384288,-0.526068811667588,0
"1472","Taka_0hr_K27ac_r2 LTR5B LTR5B_U","Taka_0hr_K27ac_r2","LTR5B",375,"LTR5B_U","Ungrouped",42,1,1,"black",1.34,1.09,1.02587730378649,-0.0635029423061579,0.0238095238095238
"1473","Taka_12hr_K27ac_r1 LTR5 LTR5_g0","Taka_12hr_K27ac_r1","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.08,0.272659924344291,-0.111031312388744,0
"1474","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g1","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,6,6,"#D5A263",0.36,3.42,1.91843791674478,0.663308552440897,0.0232558139534884
"1475","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g10","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,0,0,"#C6DDA4",2,0.18,0.457926816966391,-0.238786859587116,0
"1476","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g11","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,1,1,"#DA605C",0.34,0.2,0.471404520791031,0.736965594166206,0.1
"1477","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g12","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,1,1,"#DCA4C6",0.2,0.11,0.34509550720186,0.849440323424619,0.1
"1478","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g2","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,1,1,"#6ADC97",0.94,0.66,0.806789372084865,0.2688167584278,0.0166666666666667
"1479","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g3","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,2,2,"#DB6BC6",0.54,1.07,0.912926253009707,0.535331732996555,0.0377358490566038
"1480","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g4","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,1,1,"#7FDED9",0.78,0.48,0.673900151462674,0.434402824145775,0.0256410256410256
"1481","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g5","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",1.06,0.68,0.750488056688662,0.251538766995964,0.0277777777777778
"1482","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g6","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,0,0,"#B745E2",2,0.51,0.674124947205223,-0.594548549550354,0
"1483","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g7","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,0,0,"#7BE94E",2,0.39,0.54855181241984,-0.475084882948783,0
"1484","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g8","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,2,2,"#D6D4CD",0.06,0.26,0.504925236990086,1.25153876699596,0.0833333333333333
"1485","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_g9","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,1,1,"#D4DF64",0.6,0.33,0.532859638121892,0.588573754273535,0.0434782608695652
"1486","Taka_12hr_K27ac_r1 LTR5_Hs LTR5_Hs_U","Taka_12hr_K27ac_r1","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,1,1,"black",0.32,0.17,0.403394686042433,0.77349147019132,0.0476190476190476
"1487","Taka_12hr_K27ac_r1 LTR5A LTR5A_g1","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_g1","Node1/",148,0,0,"#D1CECB",2,1.63,1.36074103400175,-1.39506279951758,0
"1488","Taka_12hr_K27ac_r1 LTR5A LTR5A_g2","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.28,0.533333333333333,-0.356143810225275,0
"1489","Taka_12hr_K27ac_r1 LTR5A LTR5A_g3","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.43,0.670519171684121,-0.516015147003665,0
"1490","Taka_12hr_K27ac_r1 LTR5A LTR5A_g4","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.21,0.456048021572069,-0.27500704749987,0
"1491","Taka_12hr_K27ac_r1 LTR5A LTR5A_g5","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.14,0.376587548676509,-0.189033824390017,0
"1492","Taka_12hr_K27ac_r1 LTR5A LTR5A_g6","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.25,0.479372485441102,-0.321928094887362,0
"1493","Taka_12hr_K27ac_r1 LTR5A LTR5A_U","Taka_12hr_K27ac_r1","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.19,0.419114024647906,-0.250961573533219,0
"1494","Taka_12hr_K27ac_r1 LTR5B LTR5B_g1","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g1","Node1/",68,0,0,"#D87DC9",2,0.82,0.978351530469348,-0.863938450423971,0
"1495","Taka_12hr_K27ac_r1 LTR5B LTR5B_g10","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",0.46,0.24,0.452155332208352,0.68965987938785,0.0666666666666667
"1496","Taka_12hr_K27ac_r1 LTR5B LTR5B_g2","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g2","Node54/100",55,1,1,"#D5A162",0.88,0.6,0.778498944161522,0.321928094887362,0.0181818181818182
"1497","Taka_12hr_K27ac_r1 LTR5B LTR5B_g3","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",0.64,0.44,0.756386946027766,0.473931188332412,0.0238095238095238
"1498","Taka_12hr_K27ac_r1 LTR5B LTR5B_g4","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g4","Node97/99",31,0,0,"#CEDCB2",2,0.64,0.835089059546188,-0.713695814843359,0
"1499","Taka_12hr_K27ac_r1 LTR5B LTR5B_g5","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.46,0.673000217629454,-0.545968369105293,0
"1500","Taka_12hr_K27ac_r1 LTR5B LTR5B_g6","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g6","Node98/98",30,0,0,"#D4BCCD",2,0.55,0.78334945180064,-0.632268215499513,0
"1501","Taka_12hr_K27ac_r1 LTR5B LTR5B_g7","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.42,0.622474696252585,-0.505890929729957,0
"1502","Taka_12hr_K27ac_r1 LTR5B LTR5B_g8","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g8","Node57/100",21,0,0,"#74E0A9",2,0.36,0.594928057784632,-0.443606651475615,0
"1503","Taka_12hr_K27ac_r1 LTR5B LTR5B_g9","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,0.21,0.477683805651624,-0.27500704749987,0
"1504","Taka_12hr_K27ac_r1 LTR5B LTR5B_U","Taka_12hr_K27ac_r1","LTR5B",375,"LTR5B_U","Ungrouped",42,1,1,"black",0.76,0.52,0.870156145281821,0.395928676331139,0.0238095238095238
"1505","Taka_12hr_K27ac_r2 LTR5 LTR5_g0","Taka_12hr_K27ac_r2","LTR5",5,"LTR5_g0","-",5,1,1,"-",0.24,0.12,0.326598632371091,0.83650126771712,0.2
"1506","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g1","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,28,28,"#D5A263",0,7.47,2.64939482321773,1.7756190255701,0.108527131782946
"1507","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g10","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,5,5,"#C6DDA4",0,0.25,0.479372485441102,2.26303440583379,0.333333333333333
"1508","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g11","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,5,5,"#DA605C",0,0.24,0.494821669744248,2.27462238010901,0.5
"1509","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g12","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,1,1,"#DCA4C6",0.5,0.3,0.559581373109678,0.62148837674627,0.1
"1510","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g2","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,3,3,"#6ADC97",0.4,1.46,1.20955789569177,0.701341684435485,0.05
"1511","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g3","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,5,5,"#DB6BC6",0.14,2.03,1.48701449932814,0.98564470702293,0.0943396226415094
"1512","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g4","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,1,1,"#7FDED9",1.28,0.97,0.968754276627902,0.0218043703183483,0.0256410256410256
"1513","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g5","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,3,3,"#88AACF",0.06,0.95,0.845367650579595,1.03652587602511,0.0833333333333333
"1514","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g6","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,1,1,"#B745E2",1,0.69,0.825049738323134,0.24297675349254,0.0344827586206897
"1515","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g7","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,7,7,"#7BE94E",0,0.76,0.78005438815819,2.18442457113743,0.269230769230769
"1516","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g8","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,6,6,"#D6D4CD",0,0.5,0.74535599249993,2.22239242133645,0.25
"1517","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_g9","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,5,5,"#D4DF64",0,0.69,0.872648355017731,1.8279392542137,0.217391304347826
"1518","Taka_12hr_K27ac_r2 LTR5_Hs LTR5_Hs_U","Taka_12hr_K27ac_r2","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,5,5,"black",0,0.44,0.729189393585214,2.05889368905357,0.238095238095238
"1519","Taka_12hr_K27ac_r2 LTR5A LTR5A_g1","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_g1","Node1/",148,1,1,"#D1CECB",1.98,3.82,2.11478680540693,-1.26903314645524,0.00675675675675676
"1520","Taka_12hr_K27ac_r2 LTR5A LTR5A_g2","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,0.95,1.17529278535739,-0.963474123974886,0
"1521","Taka_12hr_K27ac_r2 LTR5A LTR5A_g3","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,0.81,0.895499409223251,-0.855989697308481,0
"1522","Taka_12hr_K27ac_r2 LTR5A LTR5A_g4","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.39,0.665073854788498,-0.475084882948783,0
"1523","Taka_12hr_K27ac_r2 LTR5A LTR5A_g5","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.4,0.651338947278929,-0.485426827170242,0
"1524","Taka_12hr_K27ac_r2 LTR5A LTR5A_g6","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.34,0.516788841859717,-0.422233000683048,0
"1525","Taka_12hr_K27ac_r2 LTR5A LTR5A_U","Taka_12hr_K27ac_r2","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.34,0.53597828992668,-0.422233000683048,0
"1526","Taka_12hr_K27ac_r2 LTR5B LTR5B_g1","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g1","Node1/",68,0,0,"#D87DC9",2,1.85,1.42400062421959,-1.51096191927738,0
"1527","Taka_12hr_K27ac_r2 LTR5B LTR5B_g10","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",0.6,0.35,0.575159178669767,0.567040592723894,0.0666666666666667
"1528","Taka_12hr_K27ac_r2 LTR5B LTR5B_g2","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g2","Node54/100",55,2,2,"#D5A162",0.94,1.54,1.20955789569177,0.240134003723715,0.0363636363636364
"1529","Taka_12hr_K27ac_r2 LTR5B LTR5B_g3","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",1.38,0.93,0.831877516236736,0.0513991525066441,0.0238095238095238
"1530","Taka_12hr_K27ac_r2 LTR5B LTR5B_g4","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g4","Node97/99",31,2,2,"#CEDCB2",0.86,1.56,1.17481999480857,0.228818690495881,0.0645161290322581
"1531","Taka_12hr_K27ac_r2 LTR5B LTR5B_g5","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g5","Node63/97",30,0,0,"#D8DF6A",2,0.75,0.78334945180064,-0.807354922057604,0
"1532","Taka_12hr_K27ac_r2 LTR5B LTR5B_g6","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g6","Node98/98",30,0,0,"#D4BCCD",2,1.09,0.911154224158578,-1.06350294230616,0
"1533","Taka_12hr_K27ac_r2 LTR5B LTR5B_g7","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,0.86,0.92135166407235,-0.895302621333307,0
"1534","Taka_12hr_K27ac_r2 LTR5B LTR5B_g8","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g8","Node57/100",21,0,0,"#74E0A9",2,0.8,0.876171654230361,-0.84799690655495,0
"1535","Taka_12hr_K27ac_r2 LTR5B LTR5B_g9","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,0.42,0.654124443725189,-0.505890929729957,0
"1536","Taka_12hr_K27ac_r2 LTR5B LTR5B_U","Taka_12hr_K27ac_r2","LTR5B",375,"LTR5B_U","Ungrouped",42,1,1,"black",1.34,1.06,0.951553753318511,-0.0426443374084937,0.0238095238095238
