File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF367AFB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR811NNT	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF804IMD/, /files/ENCFF136UYQ/, /files/ENCFF356LFX/, /files/ENCFF504LNP/	557103	ENCODE Processing Pipeline	9acacb4b558e085662c21357183d6b35		https://www.encodeproject.org/files/ENCFF367AFB/@@download/ENCFF367AFB.bed.gz				released	s3://encode-public/2020/11/12/1444ad98-ae4a-492e-8e02-7b5fecaf0208/ENCFF367AFB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/1444ad98-ae4a-492e-8e02-7b5fecaf0208/ENCFF367AFB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, low read depth, inconsistent platforms, mixed read lengths		
ENCFF955TSW	bed narrowPeak	bed	narrowPeak	replicated peaks	hg19	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF015NTW/, /files/ENCFF759CVT/, /files/ENCFF007AEZ/	1731805	ENCODE Processing Pipeline	7408bc4de225968fb46d05e657077aef		https://www.encodeproject.org/files/ENCFF955TSW/@@download/ENCFF955TSW.bed.gz				released	s3://encode-public/2017/02/17/78080b9a-99f2-41a5-849d-7405a4b509b9/ENCFF955TSW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/78080b9a-99f2-41a5-849d-7405a4b509b9/ENCFF955TSW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF844WWW	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	hg19	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF955TSW/	3740944	ENCODE Processing Pipeline	2872d874c8a29e0f9adaf0f55a50d60c		https://www.encodeproject.org/files/ENCFF844WWW/@@download/ENCFF844WWW.bigBed				released	s3://encode-public/2017/02/17/b097caad-bad7-4a46-ab17-6a7ffec9db3d/ENCFF844WWW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/b097caad-bad7-4a46-ab17-6a7ffec9db3d/ENCFF844WWW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF964BGT	bigWig	bigWig		signal p-value	hg19	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF312ZAC/, /files/ENCFF149VFJ/, /files/ENCFF266HGR/, /files/ENCFF597TDE/	1551027404	ENCODE Processing Pipeline	6af28dfb2c1e597bdcdc1ae4348d21ac		https://www.encodeproject.org/files/ENCFF964BGT/@@download/ENCFF964BGT.bigWig				released	s3://encode-public/2017/02/17/e5459b61-5a12-43e6-87bb-31517783b6d7/ENCFF964BGT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/02/17/e5459b61-5a12-43e6-87bb-31517783b6d7/ENCFF964BGT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF849LBQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF483TNX/, /files/ENCFF241VUX/, /files/ENCFF200TLD/, /files/ENCFF341BPJ/	1544355681	ENCODE Processing Pipeline	3f008220945e5bc97b9c6bbee1b5e8f8		https://www.encodeproject.org/files/ENCFF849LBQ/@@download/ENCFF849LBQ.bigWig				released	s3://encode-public/2017/02/18/2b4c5c8c-b098-4a00-8738-b7d2822e95d7/ENCFF849LBQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/02/18/2b4c5c8c-b098-4a00-8738-b7d2822e95d7/ENCFF849LBQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF287BSB	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF718CGL/	3869714	ENCODE Processing Pipeline	de78ec8112ff12fffa861b1410ed8d88		https://www.encodeproject.org/files/ENCFF287BSB/@@download/ENCFF287BSB.bigBed				released	s3://encode-public/2017/02/18/370846f3-0873-4215-a71b-a4fdc01ef986/ENCFF287BSB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/02/18/370846f3-0873-4215-a71b-a4fdc01ef986/ENCFF287BSB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF718CGL	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF310ATB/, /files/ENCFF262YME/, /files/ENCFF782QXM/	1784700	ENCODE Processing Pipeline	3cb6a0e9861e4a2a748dabd93a81ed50		https://www.encodeproject.org/files/ENCFF718CGL/@@download/ENCFF718CGL.bed.gz				released	s3://encode-public/2017/02/18/bf5839e7-5634-43a9-9ae2-0281509eb4ff/ENCFF718CGL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/18/bf5839e7-5634-43a9-9ae2-0281509eb4ff/ENCFF718CGL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF341YBW	bigWig	bigWig		signal p-value	GRCh38	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF377RKP/, /files/ENCFF065KZL/, /files/ENCFF382AOO/, /files/ENCFF906APX/, /files/ENCFF965XZF/, /files/ENCFF804IMD/	2397391141	ENCODE Processing Pipeline	0fadd356895329944c186de43920ac32		https://www.encodeproject.org/files/ENCFF341YBW/@@download/ENCFF341YBW.bigWig				released	s3://encode-public/2020/12/11/5e2c2914-0046-476f-9398-e8d14d5696e6/ENCFF341YBW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/5e2c2914-0046-476f-9398-e8d14d5696e6/ENCFF341YBW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF453URK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF377RKP/, /files/ENCFF065KZL/, /files/ENCFF382AOO/, /files/ENCFF356LFX/, /files/ENCFF906APX/, /files/ENCFF965XZF/, /files/ENCFF804IMD/	2640345	ENCODE Processing Pipeline	8f6ebfe9679cac66bd82d788199c93bd		https://www.encodeproject.org/files/ENCFF453URK/@@download/ENCFF453URK.bed.gz				released	s3://encode-public/2020/12/11/f5545a11-9899-4e2e-bf31-f88d193c2bac/ENCFF453URK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/f5545a11-9899-4e2e-bf31-f88d193c2bac/ENCFF453URK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF387PJT	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR391WDE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF453URK/	5100081	ENCODE Processing Pipeline	6349135469d8c9800a91a2b595cf766e		https://www.encodeproject.org/files/ENCFF387PJT/@@download/ENCFF387PJT.bigBed				released	s3://encode-public/2020/12/11/203f68a9-8d08-4469-813c-6255e06a0902/ENCFF387PJT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/203f68a9-8d08-4469-813c-6255e06a0902/ENCFF387PJT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	control insufficient read depth	
ENCFF998ATB	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR182XTG	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K18ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF637KGB/	7788845	ENCODE Processing Pipeline	8f3ad901fe30432c6c6b097acb8b7d22		https://www.encodeproject.org/files/ENCFF998ATB/@@download/ENCFF998ATB.bigBed				released	s3://encode-public/2020/11/13/fbbafd0a-ecc0-4274-9348-ced57f1c5a66/ENCFF998ATB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/fbbafd0a-ecc0-4274-9348-ced57f1c5a66/ENCFF998ATB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF391XQM	bigWig	bigWig		signal p-value	GRCh38	ENCSR182XTG	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K18ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF967RYS/, /files/ENCFF285VWE/, /files/ENCFF804IMD/	1036339079	ENCODE Processing Pipeline	829fcb33384ce8b516ed75f040772c12		https://www.encodeproject.org/files/ENCFF391XQM/@@download/ENCFF391XQM.bigWig				released	s3://encode-public/2020/11/13/19a90d5c-3ab0-47ce-a061-f165cffb5cde/ENCFF391XQM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/19a90d5c-3ab0-47ce-a061-f165cffb5cde/ENCFF391XQM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF637KGB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR182XTG	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K18ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF967RYS/, /files/ENCFF285VWE/, /files/ENCFF356LFX/, /files/ENCFF804IMD/	4452774	ENCODE Processing Pipeline	ac371e41c59d19d00d42ed6e414123ca		https://www.encodeproject.org/files/ENCFF637KGB/@@download/ENCFF637KGB.bed.gz				released	s3://encode-public/2020/11/13/a301851d-06aa-4e9c-8509-f9d925f4f7d0/ENCFF637KGB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/a301851d-06aa-4e9c-8509-f9d925f4f7d0/ENCFF637KGB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF982KNO	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR256ESY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF239LQO/	6070831	ENCODE Processing Pipeline	81d9067d28bb80fdb7f5558a472a2dab		https://www.encodeproject.org/files/ENCFF982KNO/@@download/ENCFF982KNO.bigBed				released	s3://encode-public/2020/11/20/09478d3a-1622-430c-a0a5-863668b4d99d/ENCFF982KNO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/09478d3a-1622-430c-a0a5-863668b4d99d/ENCFF982KNO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length	control insufficient read depth, insufficient read depth	
ENCFF247LVC	bigWig	bigWig		signal p-value	GRCh38	ENCSR256ESY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF965XZF/, /files/ENCFF717KOH/, /files/ENCFF870AGH/, /files/ENCFF804IMD/	1961058264	ENCODE Processing Pipeline	5e616e89cc23d0098aa02575e5aa7526		https://www.encodeproject.org/files/ENCFF247LVC/@@download/ENCFF247LVC.bigWig				released	s3://encode-public/2020/11/20/1070b294-e7f7-4b3d-a9b1-4f7021146f0b/ENCFF247LVC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/1070b294-e7f7-4b3d-a9b1-4f7021146f0b/ENCFF247LVC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length	control insufficient read depth, insufficient read depth	
ENCFF239LQO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR256ESY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF717KOH/, /files/ENCFF356LFX/, /files/ENCFF965XZF/, /files/ENCFF804IMD/, /files/ENCFF870AGH/	3008056	ENCODE Processing Pipeline	aa588b680c3495907e52691218fcd371		https://www.encodeproject.org/files/ENCFF239LQO/@@download/ENCFF239LQO.bed.gz				released	s3://encode-public/2020/11/20/9c3f7cf8-c024-4bd1-b341-a90aea18a6d6/ENCFF239LQO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/9c3f7cf8-c024-4bd1-b341-a90aea18a6d6/ENCFF239LQO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length	control insufficient read depth, insufficient read depth	
ENCFF380FEI	bigWig	bigWig		signal p-value	GRCh38	ENCSR361LIU	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K23ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF804IMD/, /files/ENCFF124NNM/, /files/ENCFF199MMG/	903320178	ENCODE Processing Pipeline	107f46e276fe379656553777e398137a		https://www.encodeproject.org/files/ENCFF380FEI/@@download/ENCFF380FEI.bigWig				released	s3://encode-public/2020/11/13/519d60fe-4101-4b1b-a825-c5f48355d7db/ENCFF380FEI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/519d60fe-4101-4b1b-a825-c5f48355d7db/ENCFF380FEI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms, mixed read lengths	poor library complexity	
ENCFF204MUK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR361LIU	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K23ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF804IMD/, /files/ENCFF356LFX/, /files/ENCFF124NNM/, /files/ENCFF199MMG/	1856642	ENCODE Processing Pipeline	08bcb7a5a351b16440b253a564b9b262		https://www.encodeproject.org/files/ENCFF204MUK/@@download/ENCFF204MUK.bed.gz				released	s3://encode-public/2020/11/13/428b688b-982f-4c10-a668-67fa332454a2/ENCFF204MUK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/428b688b-982f-4c10-a668-67fa332454a2/ENCFF204MUK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms, mixed read lengths	poor library complexity	
ENCFF613WTN	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR361LIU	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K23ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF204MUK/	3556047	ENCODE Processing Pipeline	8220bb4eae1b696ef34f28eecac6d45c		https://www.encodeproject.org/files/ENCFF613WTN/@@download/ENCFF613WTN.bigBed				released	s3://encode-public/2020/11/13/0de8c519-6db0-4694-bad1-19e0006fccb4/ENCFF613WTN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/0de8c519-6db0-4694-bad1-19e0006fccb4/ENCFF613WTN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms, mixed read lengths	poor library complexity	
