File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF726GBF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD2-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF857CQZ/, /files/ENCFF972YCC/, /files/ENCFF571OWU/, /files/ENCFF356LFX/	169781	ENCODE Processing Pipeline	f5edb974faf32ef610054b1365f1e2a6		https://www.encodeproject.org/files/ENCFF726GBF/@@download/ENCFF726GBF.bed.gz				released	s3://encode-public/2020/12/10/b0ab3e72-e588-4177-9478-abf3af5eae8e/ENCFF726GBF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF991MKH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD2-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF726GBF/	375698	ENCODE Processing Pipeline	5fc7a4d1d7c52b2448e1cf6dac28df19		https://www.encodeproject.org/files/ENCFF991MKH/@@download/ENCFF991MKH.bigBed				released	s3://encode-public/2020/12/10/7887d5a5-a986-41b4-981c-9488d0dbdb07/ENCFF991MKH.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF464CZG	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EBT	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD2-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF857CQZ/, /files/ENCFF972YCC/, /files/ENCFF571OWU/	887769756	ENCODE Processing Pipeline	8f686c9671e7254479872be39273af60		https://www.encodeproject.org/files/ENCFF464CZG/@@download/ENCFF464CZG.bigWig				released	s3://encode-public/2020/12/10/205d6e17-7781-4937-bce6-586abc687439/ENCFF464CZG.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF491XDR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2AphosphoS5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF201PRB/, /files/ENCFF595PNZ/, /files/ENCFF153KEJ/	513628502	ENCODE Processing Pipeline	fa13961c370da55d6853f36660a6b5b8		https://www.encodeproject.org/files/ENCFF491XDR/@@download/ENCFF491XDR.bigWig				released	s3://encode-public/2020/12/27/143fe4d2-e584-4cd5-a265-445d101898a7/ENCFF491XDR.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF872MKT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2AphosphoS5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF201PRB/, /files/ENCFF356LFX/, /files/ENCFF153KEJ/	513316	ENCODE Processing Pipeline	a5d834eaa1df392f0555b6a17b94e04a		https://www.encodeproject.org/files/ENCFF872MKT/@@download/ENCFF872MKT.bed.gz				released	s3://encode-public/2020/12/27/e5843b73-529d-4bb0-ac63-aa9dcde9f7bf/ENCFF872MKT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF833NJP	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POLR2AphosphoS5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF872MKT/	1206225	ENCODE Processing Pipeline	b0de7eab56bc0dcc215e073f64285484		https://www.encodeproject.org/files/ENCFF833NJP/@@download/ENCFF833NJP.bigBed				released	s3://encode-public/2020/12/27/6d388046-77b5-458a-ba5c-1ae9053ab250/ENCFF833NJP.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF125QXS	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EBQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BACH1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF175FGL/, /files/ENCFF671GMN/, /files/ENCFF972YCC/	989305687	ENCODE Processing Pipeline	3d0401fc78e0e28cf3457a7298635cf3		https://www.encodeproject.org/files/ENCFF125QXS/@@download/ENCFF125QXS.bigWig				released	s3://encode-public/2020/12/27/99acfd36-9df7-4993-af7a-8cece6fb7d9e/ENCFF125QXS.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF749UPP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BACH1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF175FGL/, /files/ENCFF671GMN/, /files/ENCFF972YCC/, /files/ENCFF356LFX/	235720	ENCODE Processing Pipeline	650426dfd8d32205479df41f0451af2b		https://www.encodeproject.org/files/ENCFF749UPP/@@download/ENCFF749UPP.bed.gz				released	s3://encode-public/2020/12/27/9d01d7d1-2daa-482e-850d-eb3b687ee303/ENCFF749UPP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF282VDB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BACH1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF749UPP/	488137	ENCODE Processing Pipeline	1c7af3cc541150c52b2045acc3360ccc		https://www.encodeproject.org/files/ENCFF282VDB/@@download/ENCFF282VDB.bigBed				released	s3://encode-public/2020/12/27/af7b1ec4-f96b-4b8e-b67d-caca0f22a9fd/ENCFF282VDB.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF967OJF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECE	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RAD21-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF883FUW/	1828425	ENCODE Processing Pipeline	2d77ca99cce62b252b353a3aa1b9c630		https://www.encodeproject.org/files/ENCFF967OJF/@@download/ENCFF967OJF.bigBed				released	s3://encode-public/2020/12/26/4fb64201-20e8-4db0-ab4c-cddb8c2503ca/ENCFF967OJF.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF837RSL	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ECE	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RAD21-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF200HXK/, /files/ENCFF972YCC/, /files/ENCFF100EES/	757094957	ENCODE Processing Pipeline	56f19f3320c535adfc6f58c90f98fed9		https://www.encodeproject.org/files/ENCFF837RSL/@@download/ENCFF837RSL.bigWig				released	s3://encode-public/2020/12/26/c2d66050-0186-4256-b250-4105e6d88215/ENCFF837RSL.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF883FUW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECE	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RAD21-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF200HXK/, /files/ENCFF972YCC/, /files/ENCFF100EES/	1040990	ENCODE Processing Pipeline	d617601ee72f0313549c3059aa080e7a		https://www.encodeproject.org/files/ENCFF883FUW/@@download/ENCFF883FUW.bed.gz				released	s3://encode-public/2020/12/26/82686908-515b-4e39-9416-da7078f0d0ca/ENCFF883FUW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, improper control_type of control experiment		
ENCFF543XVA	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF282WHB/, /files/ENCFF013JDO/	550762975	ENCODE Processing Pipeline	0d2c9682a5826f5677578df400fb8f9a		https://www.encodeproject.org/files/ENCFF543XVA/@@download/ENCFF543XVA.bigWig				released	s3://encode-public/2020/12/27/6ae45da0-3872-4bc4-88fa-eb230b4b1d86/ENCFF543XVA.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF432EYM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF282WHB/, /files/ENCFF356LFX/, /files/ENCFF013JDO/	245660	ENCODE Processing Pipeline	b7c70430fd7d48388c67a091d0f068fa		https://www.encodeproject.org/files/ENCFF432EYM/@@download/ENCFF432EYM.bed.gz				released	s3://encode-public/2020/12/27/41b3122b-fd5a-416a-86d2-465e9317353e/ENCFF432EYM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF896IJG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIS	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIN3A-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF432EYM/	472603	ENCODE Processing Pipeline	0ae99ebb4c598e700a90f52fcecd711a		https://www.encodeproject.org/files/ENCFF896IJG/@@download/ENCFF896IJG.bigBed				released	s3://encode-public/2020/12/27/467e0671-92a9-413b-9ebc-3cb1a573b3e6/ENCFF896IJG.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF006PXB	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR631RJR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF458VOO/, /files/ENCFF246BVN/, /files/ENCFF404TLJ/	1163848	ENCODE Processing Pipeline	128211a4a450dc302ae82bb33e9efcfd		https://www.encodeproject.org/files/ENCFF006PXB/@@download/ENCFF006PXB.bed.gz				released	s3://encode-public/2020/12/10/83b074d6-3e53-417e-ab31-0091293fc850/ENCFF006PXB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length	insufficient read depth, control insufficient read depth	
ENCFF753ZAB	bigWig	bigWig		signal p-value	GRCh38	ENCSR631RJR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF458VOO/, /files/ENCFF246BVN/, /files/ENCFF404TLJ/	393700690	ENCODE Processing Pipeline	33e83702bcf59d959ff6e158f08eeb28		https://www.encodeproject.org/files/ENCFF753ZAB/@@download/ENCFF753ZAB.bigWig				released	s3://encode-public/2020/12/10/c92b03ca-232f-4999-8d77-ee2338779efa/ENCFF753ZAB.bigWig	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length	insufficient read depth, control insufficient read depth	
ENCFF167GAQ	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR631RJR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF006PXB/	2576181	ENCODE Processing Pipeline	f13570edc05244d6e31c37ecb692d38a		https://www.encodeproject.org/files/ENCFF167GAQ/@@download/ENCFF167GAQ.bigBed				released	s3://encode-public/2020/12/10/ec7a31e0-365b-4fe6-aab3-c685628ed0e1/ENCFF167GAQ.bigBed	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length	insufficient read depth, control insufficient read depth	
ENCFF103PND	bigWig	bigWig		signal p-value	GRCh38	ENCSR880SUY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF693IFG/, /files/ENCFF860ABR/, /files/ENCFF214IXF/, /files/ENCFF983JUZ/	413912626	ENCODE Processing Pipeline	2565a783847eae21b95bd90d416c9f2d		https://www.encodeproject.org/files/ENCFF103PND/@@download/ENCFF103PND.bigWig				released	s3://encode-public/2020/10/26/0a11f0ef-751e-4b4a-9cb0-ec9757aa6a7a/ENCFF103PND.bigWig	ENCODE4 v1.5.1 GRCh38	released	low read depth, control low read depth, mixed read lengths, inconsistent platforms, low read length	insufficient read depth, insufficient read length	
ENCFF689CJG	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR880SUY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF214IXF/, /files/ENCFF356LFX/, /files/ENCFF693IFG/, /files/ENCFF860ABR/, /files/ENCFF983JUZ/	1527528	ENCODE Processing Pipeline	ef08bb53f0fc34153e780ad86c3dada1		https://www.encodeproject.org/files/ENCFF689CJG/@@download/ENCFF689CJG.bed.gz				released	s3://encode-public/2020/10/26/4860e5ef-1efd-485f-8df4-50bb943c1d1b/ENCFF689CJG.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, control low read depth, mixed read lengths, inconsistent platforms, low read length	insufficient read depth, insufficient read length	
ENCFF026CUR	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR880SUY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF689CJG/	3516019	ENCODE Processing Pipeline	eb9ee47441400a90f707f310c4952cbd		https://www.encodeproject.org/files/ENCFF026CUR/@@download/ENCFF026CUR.bigBed				released	s3://encode-public/2020/10/26/ee0d86dd-5706-460e-8e09-8cc1bcea7028/ENCFF026CUR.bigBed	ENCODE4 v1.5.1 GRCh38	released	low read depth, control low read depth, mixed read lengths, inconsistent platforms, low read length	insufficient read depth, insufficient read length	
ENCFF629LFU	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR301HRV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K79me2-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF620GIW/	1146408	ENCODE Processing Pipeline	84b086f86fe48fd197c4ca01b6a80c2b		https://www.encodeproject.org/files/ENCFF629LFU/@@download/ENCFF629LFU.bigBed				released	s3://encode-public/2020/11/19/eebf725b-303f-4501-aa96-3907c9c761f3/ENCFF629LFU.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF620GIW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR301HRV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K79me2-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF529CGD/, /files/ENCFF499XCE/, /files/ENCFF528ZTQ/, /files/ENCFF356LFX/, /files/ENCFF015TSL/	475198	ENCODE Processing Pipeline	fcabb67cb4ed1b188045a191889fdfe9		https://www.encodeproject.org/files/ENCFF620GIW/@@download/ENCFF620GIW.bed.gz				released	s3://encode-public/2020/11/19/100caeb9-731e-4c36-8bdc-446c10838e46/ENCFF620GIW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF868TLW	bigWig	bigWig		signal p-value	GRCh38	ENCSR301HRV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K79me2-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF499XCE/, /files/ENCFF528ZTQ/, /files/ENCFF015TSL/, /files/ENCFF529CGD/	524127135	ENCODE Processing Pipeline	14b417f5cb978156bf6cbf1c4df32098		https://www.encodeproject.org/files/ENCFF868TLW/@@download/ENCFF868TLW.bigWig				released	s3://encode-public/2020/11/19/59dd606f-4c7f-4292-88d9-47ec83e99a8d/ENCFF868TLW.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF562HZQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR395USV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF366HJX/, /files/ENCFF345MBH/, /files/ENCFF387ORV/, /files/ENCFF153QJN/	606042033	ENCODE Processing Pipeline	8de34cd527b43ce26652c45f0241cdce		https://www.encodeproject.org/files/ENCFF562HZQ/@@download/ENCFF562HZQ.bigWig				released	s3://encode-public/2020/11/13/9eb895a2-69d1-4003-9955-954b6a7ae5b6/ENCFF562HZQ.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, control low read depth, mixed read lengths	insufficient read depth	
ENCFF952DNH	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR395USV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF918VFL/	4067631	ENCODE Processing Pipeline	c7a6f813661a86fa8cd3a454b67d96eb		https://www.encodeproject.org/files/ENCFF952DNH/@@download/ENCFF952DNH.bigBed				released	s3://encode-public/2020/11/13/eead79ef-d12c-48d6-a98b-b90061e25543/ENCFF952DNH.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, control low read depth, mixed read lengths	insufficient read depth	
ENCFF918VFL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR395USV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF387ORV/, /files/ENCFF345MBH/, /files/ENCFF153QJN/, /files/ENCFF366HJX/, /files/ENCFF356LFX/	1843844	ENCODE Processing Pipeline	ed29531bdfcbd900fcaa99704a3c4ae5		https://www.encodeproject.org/files/ENCFF918VFL/@@download/ENCFF918VFL.bed.gz				released	s3://encode-public/2020/11/13/2bd8ffb1-6dcb-4d47-94d0-e7565a2aeb65/ENCFF918VFL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, control low read depth, mixed read lengths	insufficient read depth	
ENCFF734GAZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR925LJZ	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF634HAV/, /files/ENCFF246BVN/, /files/ENCFF828OZC/	402675056	ENCODE Processing Pipeline	54280c88ed81fa2f3af41c390565cb30		https://www.encodeproject.org/files/ENCFF734GAZ/@@download/ENCFF734GAZ.bigWig				released	s3://encode-public/2020/12/11/f8b05ff8-aa93-4b05-ac4e-02d2b815fe05/ENCFF734GAZ.bigWig	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF629IRO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR925LJZ	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF634HAV/, /files/ENCFF246BVN/, /files/ENCFF356LFX/, /files/ENCFF828OZC/	831199	ENCODE Processing Pipeline	143a18fbfab933afa4fe7b6ff1504c3c		https://www.encodeproject.org/files/ENCFF629IRO/@@download/ENCFF629IRO.bed.gz				released	s3://encode-public/2020/12/11/756676b7-87cf-4b76-b336-6f5a08f25b30/ENCFF629IRO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF340KRR	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR925LJZ	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF629IRO/	1539545	ENCODE Processing Pipeline	85e2f923b17cb7b9571bdd0f1421cdf5		https://www.encodeproject.org/files/ENCFF340KRR/@@download/ENCFF340KRR.bigBed				released	s3://encode-public/2020/12/11/c0d09a0c-9ad9-4762-8710-321749284bab/ENCFF340KRR.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF354HBK	bigWig	bigWig		signal p-value	GRCh38	ENCSR813CTI	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF716HFX/, /files/ENCFF153QJN/, /files/ENCFF387ORV/	469259610	ENCODE Processing Pipeline	5606cc721f54452bb94782020342e4e3		https://www.encodeproject.org/files/ENCFF354HBK/@@download/ENCFF354HBK.bigWig				released	s3://encode-public/2020/11/12/6b08c1b8-5059-40a7-b26a-b943069b33cf/ENCFF354HBK.bigWig	ENCODE4 v1.6.1 GRCh38	released			extremely low read depth
ENCFF754YLR	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR813CTI	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF716HFX/, /files/ENCFF153QJN/, /files/ENCFF387ORV/	647237	ENCODE Processing Pipeline	037140921ed30892a85b9e477363a1c3		https://www.encodeproject.org/files/ENCFF754YLR/@@download/ENCFF754YLR.bed.gz				released	s3://encode-public/2020/11/12/be9129c4-b2e3-401c-90ee-ab3f14205c6d/ENCFF754YLR.bed.gz	ENCODE4 v1.6.1 GRCh38	released			extremely low read depth
ENCFF785HZQ	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR813CTI	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF754YLR/	1602080	ENCODE Processing Pipeline	e36c3edddd2a0aec15901a3c0894b173		https://www.encodeproject.org/files/ENCFF785HZQ/@@download/ENCFF785HZQ.bigBed				released	s3://encode-public/2020/11/12/73c67916-a3bc-4c82-a3b1-b6f332092e6d/ENCFF785HZQ.bigBed	ENCODE4 v1.6.1 GRCh38	released			extremely low read depth
ENCFF927FVH	bigWig	bigWig		signal p-value	GRCh38	ENCSR216OGD	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF747GZJ/, /files/ENCFF927CAA/, /files/ENCFF246BVN/	242190454	ENCODE Processing Pipeline	fc5bfe7672c670e91da892486d69a79b		https://www.encodeproject.org/files/ENCFF927FVH/@@download/ENCFF927FVH.bigWig				released	s3://encode-public/2020/12/10/7f17344a-2eb9-46cc-bdb2-b27977380a46/ENCFF927FVH.bigWig	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF254ACI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR216OGD	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF747GZJ/, /files/ENCFF927CAA/, /files/ENCFF246BVN/, /files/ENCFF356LFX/	521458	ENCODE Processing Pipeline	6235e3a25e698cbbd565d3f6f34210ee		https://www.encodeproject.org/files/ENCFF254ACI/@@download/ENCFF254ACI.bed.gz				released	s3://encode-public/2020/12/10/f1caa3b4-3208-45ef-85c1-79f0f02630e9/ENCFF254ACI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF175HXF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR216OGD	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF254ACI/	1241120	ENCODE Processing Pipeline	b53b6623b8647b933854eb1df18cd399		https://www.encodeproject.org/files/ENCFF175HXF/@@download/ENCFF175HXF.bigBed				released	s3://encode-public/2020/12/10/d9ab9113-016f-4604-bd91-521d7b4a67d2/ENCFF175HXF.bigBed	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
